Fib_Angle,Ply_Layers,E1/E2,Winkler,Pasternak,Rx,Ry,a/h,Skew_Angle,Poisson_R,Omega,Strat_cat
30.0,4,75.0,0.0,0.0,0.25,0.25,100.0,30.0,0.25,90.6532,EF0_Spherical
15.0,10,5.0,0.0,0.0,0.1,0.1,75.0,5.0,0.25,13.4205,EF0_Spherical
15.0,8,90.0,0.0,0.0,0.25,0.25,75.0,75.0,0.25,158.1992,EF0_Spherical
15.0,12,75.0,0.0,0.0,0.1,0.1,100.0,60.0,0.25,67.7684,EF0_Spherical
15.0,10,40.0,0.0,0.0,0.1,0.1,75.0,0.0,0.25,24.6915,EF0_Spherical
90.0,10,40.0,0.0,0.0,0.8,0.8,10.0,5.0,0.25,17.28,EF0_Spherical
15.0,4,25.0,0.0,0.0,1.0,1.0,50.0,60.0,0.25,120.0036,EF0_Spherical
45.0,6,10.0,0.0,0.0,0.6,0.6,5.0,30.0,0.25,12.121,EF0_Spherical
75.0,4,5.0,0.0,0.0,0.4,0.4,50.0,5.0,0.25,27.818,EF0_Spherical
45.0,8,15.0,0.0,0.0,0.6,0.6,50.0,45.0,0.25,59.5091,EF0_Spherical
75.0,12,50.0,0.0,0.0,0.1,0.1,25.0,15.0,0.25,23.3595,EF0_Spherical
60.0,14,90.0,0.0,0.0,0.4,0.4,50.0,0.0,0.25,66.686,EF0_Spherical
90.0,12,75.0,0.0,0.0,0.4,0.4,50.0,0.0,0.25,34.4871,EF0_Spherical
15.0,6,40.0,0.0,0.0,0.8,0.8,25.0,5.0,0.25,40.0039,EF0_Spherical
90.0,14,5.0,0.0,0.0,1.0,1.0,5.0,5.0,0.25,9.0657,EF0_Spherical
45.0,6,5.0,0.0,0.0,0.8,0.8,50.0,15.0,0.25,62.7313,EF0_Spherical
45.0,8,40.0,0.0,0.0,1.0,1.0,100.0,60.0,0.45,199.058,EF0_Spherical
15.0,14,15.0,0.0,0.0,1.0,1.0,25.0,75.0,0.25,70.4214,EF0_Spherical
15.0,14,15.0,0.0,0.0,1.0,1.0,10.0,60.0,0.25,29.31,EF0_Spherical
75.0,4,90.0,0.0,0.0,1.0,1.0,10.0,60.0,0.25,49.0799,EF0_Spherical
90.0,12,50.0,0.0,0.0,0.25,0.25,75.0,75.0,0.25,144.6148,EF0_Spherical
30.0,6,50.0,0.0,0.0,0.8,0.8,100.0,60.0,0.25,217.1025,EF0_Spherical
15.0,14,40.0,0.0,0.0,1.0,1.0,25.0,75.0,0.25,91.1887,EF0_Spherical
90.0,8,5.0,0.0,0.0,0.1,0.1,10.0,30.0,0.25,11.0607,EF0_Spherical
75.0,4,5.0,0.0,0.0,0.1,0.1,75.0,0.0,0.25,13.28,EF0_Spherical
90.0,14,5.0,0.0,0.0,0.4,0.4,100.0,75.0,0.25,132.6024,EF0_Spherical
45.0,10,90.0,0.0,0.0,0.25,0.25,10.0,0.0,0.25,28.7933,EF0_Spherical
15.0,2,40.0,0.0,0.0,0.4,0.4,100.0,75.0,0.3,155.8409,EF0_Spherical
90.0,10,50.0,0.0,0.0,0.4,0.4,50.0,30.0,0.25,39.504,EF0_Spherical
45.0,12,5.0,0.0,0.0,0.25,0.25,5.0,0.0,0.25,8.4903,EF0_Spherical
30.0,6,75.0,0.0,0.0,1.0,1.0,5.0,75.0,0.25,21.3823,EF0_Spherical
15.0,12,75.0,0.0,0.0,0.25,0.25,10.0,15.0,0.25,20.0996,EF0_Spherical
15.0,4,90.0,0.0,0.0,0.8,0.8,50.0,15.0,0.25,91.6503,EF0_Spherical
45.0,12,5.0,0.0,0.0,0.4,0.4,25.0,30.0,0.25,19.581,EF0_Spherical
45.0,12,75.0,0.0,0.0,0.5,0.5,50.0,45.0,0.25,73.2901,EF0_Spherical
60.0,12,90.0,0.0,0.0,0.6,0.6,75.0,45.0,0.25,113.5011,EF0_Spherical
15.0,12,10.0,0.0,0.0,0.5,0.5,50.0,45.0,0.25,49.672,EF0_Spherical
15.0,14,10.0,0.0,0.0,0.8,0.8,10.0,5.0,0.25,15.4528,EF0_Spherical
30.0,10,50.0,0.0,0.0,1.0,1.0,75.0,0.0,0.25,129.1952,EF0_Spherical
15.0,14,40.0,0.0,0.0,0.6,0.6,5.0,5.0,0.25,12.2983,EF0_Spherical
45.0,16,10.0,0.0,0.0,0.8,0.8,50.0,15.0,0.25,75.17,EF0_Spherical
60.0,4,75.0,0.0,0.0,0.4,0.4,75.0,60.0,0.25,109.4285,EF0_Spherical
15.0,10,40.0,0.0,0.0,0.8,0.8,75.0,0.0,0.25,100.9861,EF0_Spherical
75.0,14,40.0,0.0,0.0,0.1,0.1,100.0,45.0,0.25,45.8515,EF0_Spherical
30.0,12,40.0,0.0,0.0,0.6,0.6,25.0,0.0,0.25,43.8792,EF0_Spherical
30.0,4,5.0,0.0,0.0,0.1,0.1,75.0,45.0,0.25,18.2862,EF0_Spherical
90.0,16,50.0,0.0,0.0,0.25,0.25,50.0,5.0,0.25,25.8219,EF0_Spherical
30.0,14,90.0,0.0,0.0,0.8,0.8,5.0,75.0,0.25,22.5412,EF0_Spherical
45.0,4,40.0,0.0,0.0,0.75,0.75,10.0,15.0,0.3,32.2678,EF0_Spherical
60.0,4,40.0,0.0,0.0,0.4,0.4,25.0,60.0,0.25,61.9336,EF0_Spherical
90.0,12,10.0,0.0,0.0,0.8,0.8,50.0,60.0,0.25,68.7946,EF0_Spherical
45.0,16,40.0,0.0,0.0,0.8,0.8,5.0,15.0,0.25,19.0865,EF0_Spherical
15.0,2,40.0,0.0,0.0,0.1,0.1,10.0,75.0,0.25,26.2361,EF0_Spherical
15.0,4,50.0,0.0,0.0,0.6,0.6,50.0,45.0,0.25,87.9241,EF0_Spherical
45.0,16,40.0,0.0,0.0,0.25,0.25,25.0,5.0,0.25,36.7824,EF0_Spherical
30.0,8,75.0,0.0,0.0,0.25,0.25,10.0,5.0,0.25,22.5838,EF0_Spherical
75.0,6,50.0,0.0,0.0,0.25,0.25,25.0,0.0,0.25,24.2067,EF0_Spherical
90.0,6,10.0,0.0,0.0,0.4,0.4,100.0,0.0,0.25,49.3017,EF0_Spherical
45.0,16,75.0,0.0,0.0,0.25,0.25,5.0,30.0,0.25,15.6044,EF0_Spherical
75.0,4,5.0,0.0,0.0,0.8,0.8,25.0,5.0,0.25,27.2543,EF0_Spherical
45.0,12,75.0,0.0,0.0,1.0,1.0,50.0,15.0,0.25,125.0659,EF0_Spherical
15.0,6,90.0,0.0,0.0,0.4,0.4,100.0,5.0,0.25,85.4347,EF0_Spherical
30.0,4,40.0,0.0,0.0,0.1,0.1,50.0,15.0,0.25,26.2885,EF0_Spherical
60.0,16,90.0,0.0,0.0,1.0,1.0,50.0,15.0,0.25,117.2894,EF0_Spherical
30.0,16,50.0,0.0,0.0,0.8,0.8,5.0,75.0,0.25,19.7962,EF0_Spherical
30.0,14,75.0,0.0,0.0,1.0,1.0,50.0,5.0,0.25,109.9678,EF0_Spherical
45.0,16,40.0,0.0,0.0,0.1,0.1,5.0,45.0,0.25,15.2679,EF0_Spherical
75.0,6,15.0,0.0,0.0,0.6,0.6,100.0,5.0,0.25,83.0889,EF0_Spherical
30.0,6,40.0,0.0,0.0,0.4,0.4,5.0,30.0,0.25,15.3997,EF0_Spherical
30.0,4,15.0,0.0,0.0,0.1,0.1,50.0,0.0,0.25,17.685,EF0_Spherical
90.0,8,40.0,0.0,0.0,0.75,0.75,100.0,75.0,0.2,192.6093,EF0_Spherical
30.0,10,90.0,0.0,0.0,0.25,0.25,25.0,5.0,0.25,37.089,EF0_Spherical
45.0,4,40.0,0.0,0.0,0.25,0.25,50.0,45.0,0.25,39.343,EF0_Spherical
60.0,16,5.0,0.0,0.0,0.4,0.4,10.0,75.0,0.25,23.6219,EF0_Spherical
60.0,14,15.0,0.0,0.0,0.8,0.8,5.0,45.0,0.25,14.2043,EF0_Spherical
45.0,4,5.0,0.0,0.0,0.4,0.4,25.0,45.0,0.25,20.4547,EF0_Spherical
15.0,16,90.0,0.0,0.0,0.1,0.1,100.0,30.0,0.25,45.3788,EF0_Spherical
90.0,12,10.0,0.0,0.0,0.4,0.4,10.0,30.0,0.25,14.3063,EF0_Spherical
15.0,8,40.0,0.0,0.0,0.6,0.6,75.0,5.0,0.25,83.7024,EF0_Spherical
90.0,4,5.0,0.0,0.0,0.4,0.4,5.0,15.0,0.25,8.1094,EF0_Spherical
15.0,4,15.0,0.0,0.0,1.0,1.0,25.0,15.0,0.25,41.2808,EF0_Spherical
15.0,14,90.0,0.0,0.0,1.0,1.0,25.0,0.0,0.25,52.1304,EF0_Spherical
15.0,6,75.0,0.0,0.0,1.0,1.0,100.0,15.0,0.25,157.7267,EF0_Spherical
75.0,10,15.0,0.0,0.0,0.4,0.4,5.0,5.0,0.25,10.0007,EF0_Spherical
60.0,8,40.0,0.0,0.0,1.0,1.0,75.0,30.0,0.25,126.6868,EF0_Spherical
30.0,10,5.0,0.0,0.0,0.1,0.1,5.0,60.0,0.25,11.3929,EF0_Spherical
60.0,14,15.0,0.0,0.0,0.8,0.8,75.0,0.0,0.25,93.072,EF0_Spherical
30.0,16,75.0,0.0,0.0,0.1,0.1,10.0,45.0,0.25,27.9933,EF0_Spherical
60.0,14,15.0,0.0,0.0,0.8,0.8,100.0,30.0,0.25,115.941,EF0_Spherical
60.0,14,10.0,0.0,0.0,1.0,1.0,5.0,0.0,0.25,12.856,EF0_Spherical
60.0,4,10.0,0.0,0.0,1.0,1.0,5.0,30.0,0.25,12.6751,EF0_Spherical
75.0,10,75.0,0.0,0.0,1.0,1.0,100.0,60.0,0.25,223.6702,EF0_Spherical
60.0,12,90.0,0.0,0.0,0.25,0.25,5.0,15.0,0.25,14.2676,EF0_Spherical
15.0,4,5.0,0.0,0.0,0.4,0.4,50.0,60.0,0.25,41.1002,EF0_Spherical
15.0,14,40.0,0.0,0.0,0.8,0.8,75.0,5.0,0.25,101.1478,EF0_Spherical
30.0,14,50.0,0.0,0.0,0.4,0.4,75.0,30.0,0.25,93.9722,EF0_Spherical
45.0,6,10.0,0.0,0.0,0.1,0.1,10.0,5.0,0.25,12.0751,EF0_Spherical
75.0,10,40.0,0.0,0.0,0.8,0.8,75.0,75.0,0.25,287.5137,EF0_Spherical
60.0,14,75.0,0.0,0.0,0.6,0.6,5.0,5.0,0.25,14.8392,EF0_Spherical
45.0,14,75.0,0.0,0.0,0.1,0.1,25.0,30.0,0.25,35.7283,EF0_Spherical
75.0,8,50.0,0.0,0.0,0.8,0.8,50.0,15.0,0.25,75.7832,EF0_Spherical
60.0,12,10.0,0.0,0.0,0.8,0.8,75.0,60.0,0.25,95.4751,EF0_Spherical
30.0,16,50.0,0.0,0.0,1.0,1.0,5.0,75.0,0.25,19.7804,EF0_Spherical
45.0,10,50.0,0.0,0.0,1.0,1.0,10.0,5.0,0.25,36.0175,EF0_Spherical
90.0,16,75.0,0.0,0.0,0.1,0.1,10.0,75.0,0.25,19.3069,EF0_Spherical
90.0,4,15.0,0.0,0.0,0.4,0.4,50.0,75.0,0.25,95.6012,EF0_Spherical
45.0,12,50.0,0.0,0.0,1.0,1.0,10.0,5.0,0.25,36.093,EF0_Spherical
30.0,14,5.0,0.0,0.0,0.8,0.8,100.0,75.0,0.25,159.2189,EF0_Spherical
45.0,6,40.0,0.0,0.0,1.0,1.0,25.0,30.0,0.25,67.5099,EF0_Spherical
75.0,14,5.0,0.0,0.0,1.0,1.0,100.0,30.0,0.25,115.0799,EF0_Spherical
15.0,4,50.0,0.0,0.0,0.6,0.6,100.0,45.0,0.25,131.6915,EF0_Spherical
30.0,12,90.0,0.0,0.0,0.25,0.25,50.0,30.0,0.25,71.0832,EF0_Spherical
45.0,6,75.0,0.0,0.0,0.8,0.8,5.0,60.0,0.25,17.6965,EF0_Spherical
45.0,12,25.0,0.0,0.0,0.5,0.5,5.0,15.0,0.25,14.4551,EF0_Spherical
45.0,8,15.0,0.0,0.0,0.6,0.6,75.0,75.0,0.25,150.3438,EF0_Spherical
45.0,8,40.0,0.0,0.0,0.75,0.75,20.0,15.0,0.25,55.9861,EF0_Spherical
90.0,16,90.0,0.0,0.0,0.6,0.6,100.0,45.0,0.25,104.5531,EF0_Spherical
30.0,8,40.0,0.0,0.0,1.0,1.0,50.0,60.0,0.25,136.5276,EF0_Spherical
30.0,16,15.0,0.0,0.0,0.25,0.25,100.0,45.0,0.25,61.1876,EF0_Spherical
30.0,16,75.0,0.0,0.0,0.1,0.1,75.0,45.0,0.25,52.3525,EF0_Spherical
45.0,6,50.0,0.0,0.0,0.6,0.6,75.0,60.0,0.25,111.6626,EF0_Spherical
45.0,8,90.0,0.0,0.0,0.6,0.6,100.0,75.0,0.25,305.6575,EF0_Spherical
45.0,16,5.0,0.0,0.0,0.8,0.8,25.0,45.0,0.25,33.2209,EF0_Spherical
30.0,16,90.0,0.0,0.0,0.6,0.6,5.0,75.0,0.25,22.5941,EF0_Spherical
60.0,6,90.0,0.0,0.0,0.6,0.6,50.0,75.0,0.25,303.4132,EF0_Spherical
45.0,14,90.0,0.0,0.0,0.6,0.6,25.0,5.0,0.25,75.432,EF0_Spherical
90.0,8,5.0,0.0,0.0,1.0,1.0,5.0,45.0,0.25,11.0967,EF0_Spherical
30.0,14,90.0,0.0,0.0,0.8,0.8,5.0,15.0,0.25,19.0784,EF0_Spherical
15.0,10,75.0,0.0,0.0,0.25,0.25,5.0,45.0,0.25,16.3846,EF0_Spherical
45.0,8,10.0,0.0,0.0,0.4,0.4,100.0,0.0,0.25,78.5551,EF0_Spherical
45.0,4,10.0,0.0,0.0,0.1,0.1,50.0,60.0,0.25,31.5324,EF0_Spherical
30.0,4,25.0,0.0,0.0,1.0,1.0,50.0,15.0,0.25,86.9873,EF0_Spherical
60.0,12,15.0,0.0,0.0,0.4,0.4,10.0,75.0,0.25,34.9409,EF0_Spherical
45.0,6,40.0,0.0,0.0,0.25,0.25,100.0,60.0,0.25,77.3871,EF0_Spherical
45.0,14,15.0,0.0,0.0,0.4,0.4,25.0,45.0,0.25,29.7057,EF0_Spherical
75.0,12,75.0,0.0,0.0,0.6,0.6,25.0,0.0,0.25,37.8398,EF0_Spherical
45.0,16,50.0,0.0,0.0,0.25,0.25,100.0,5.0,0.25,86.1921,EF0_Spherical
15.0,10,5.0,0.0,0.0,0.25,0.25,75.0,30.0,0.25,29.5474,EF0_Spherical
15.0,14,75.0,0.0,0.0,0.8,0.8,25.0,5.0,0.25,45.0035,EF0_Spherical
15.0,14,50.0,0.0,0.0,0.6,0.6,75.0,75.0,0.25,239.0257,EF0_Spherical
90.0,14,5.0,0.0,0.0,0.4,0.4,5.0,75.0,0.25,9.358,EF0_Spherical
15.0,8,50.0,0.0,0.0,0.1,0.1,50.0,60.0,0.25,43.0973,EF0_Spherical
45.0,16,75.0,0.0,0.0,0.25,0.25,50.0,0.0,0.25,78.4181,EF0_Spherical
15.0,4,75.0,0.0,0.0,0.8,0.8,100.0,5.0,0.25,135.0926,EF0_Spherical
45.0,10,5.0,0.0,0.0,0.1,0.1,75.0,0.0,0.25,16.3031,EF0_Spherical
60.0,8,10.0,0.0,0.0,0.8,0.8,50.0,15.0,0.25,63.9347,EF0_Spherical
15.0,16,40.0,0.0,0.0,0.4,0.4,5.0,30.0,0.25,13.2861,EF0_Spherical
45.0,16,40.0,0.0,0.0,0.25,0.25,5.0,15.0,0.25,13.9494,EF0_Spherical
90.0,14,5.0,0.0,0.0,0.4,0.4,75.0,5.0,0.25,36.8537,EF0_Spherical
15.0,4,15.0,0.0,0.0,0.4,0.4,10.0,45.0,0.25,17.4819,EF0_Spherical
45.0,6,90.0,0.0,0.0,0.4,0.4,25.0,5.0,0.25,68.2725,EF0_Spherical
60.0,8,10.0,0.0,0.0,0.25,0.25,25.0,75.0,0.25,74.9621,EF0_Spherical
15.0,16,75.0,0.0,0.0,0.8,0.8,25.0,75.0,0.25,106.3292,EF0_Spherical
60.0,6,5.0,0.0,0.0,0.6,0.6,75.0,15.0,0.25,62.1598,EF0_Spherical
75.0,8,5.0,0.0,0.0,0.1,0.1,75.0,0.0,0.25,13.3549,EF0_Spherical
30.0,16,5.0,0.0,0.0,1.0,1.0,5.0,15.0,0.25,11.0563,EF0_Spherical
90.0,10,75.0,0.0,0.0,0.8,0.8,100.0,60.0,0.25,164.0698,EF0_Spherical
45.0,14,75.0,0.0,0.0,0.1,0.1,25.0,75.0,0.25,141.4877,EF0_Spherical
60.0,16,50.0,0.0,0.0,1.0,1.0,50.0,30.0,0.25,103.1906,EF0_Spherical
45.0,6,10.0,0.0,0.0,0.25,0.25,10.0,60.0,0.25,24.9385,EF0_Spherical
45.0,12,5.0,0.0,0.0,0.25,0.25,25.0,30.0,0.25,15.2303,EF0_Spherical
45.0,4,40.0,0.0,0.0,1.0,1.0,100.0,30.0,0.2,188.4932,EF0_Spherical
75.0,4,10.0,0.0,0.0,0.25,0.25,50.0,60.0,0.25,45.4962,EF0_Spherical
30.0,10,75.0,0.0,0.0,0.6,0.6,100.0,15.0,0.25,128.6859,EF0_Spherical
75.0,10,15.0,0.0,0.0,0.4,0.4,100.0,75.0,0.25,200.8246,EF0_Spherical
60.0,14,50.0,0.0,0.0,0.6,0.6,10.0,5.0,0.25,24.2385,EF0_Spherical
45.0,10,15.0,0.0,0.0,1.0,1.0,25.0,75.0,0.25,84.0253,EF0_Spherical
30.0,12,10.0,0.0,0.0,0.25,0.25,5.0,30.0,0.25,11.0694,EF0_Spherical
60.0,8,15.0,0.0,0.0,0.8,0.8,5.0,5.0,0.25,12.8654,EF0_Spherical
15.0,10,10.0,0.0,0.0,0.1,0.1,50.0,15.0,0.25,13.9432,EF0_Spherical
30.0,14,5.0,0.0,0.0,0.6,0.6,100.0,75.0,0.25,129.7032,EF0_Spherical
15.0,6,15.0,0.0,0.0,0.6,0.6,10.0,30.0,0.25,17.2635,EF0_Spherical
45.0,8,40.0,0.0,0.0,0.1,0.1,10.0,60.0,0.4,32.1644,EF0_Spherical
75.0,14,15.0,0.0,0.0,1.0,1.0,10.0,15.0,0.25,19.2081,EF0_Spherical
45.0,8,5.0,0.0,0.0,0.1,0.1,10.0,45.0,0.25,14.3679,EF0_Spherical
90.0,14,5.0,0.0,0.0,0.25,0.25,5.0,45.0,0.25,11.1345,EF0_Spherical
75.0,6,15.0,0.0,0.0,1.0,1.0,25.0,75.0,0.25,67.5367,EF0_Spherical
75.0,12,90.0,0.0,0.0,0.6,0.6,75.0,5.0,0.25,92.1016,EF0_Spherical
45.0,6,50.0,0.0,0.0,0.4,0.4,75.0,75.0,0.25,211.8461,EF0_Spherical
30.0,4,5.0,0.0,0.0,0.25,0.25,10.0,60.0,0.25,21.2538,EF0_Spherical
15.0,10,40.0,0.0,0.0,1.0,1.0,25.0,60.0,0.25,87.3694,EF0_Spherical
45.0,4,50.0,0.0,0.0,0.25,0.25,10.0,75.0,0.25,49.4307,EF0_Spherical
15.0,16,50.0,0.0,0.0,0.4,0.4,5.0,45.0,0.25,16.2776,EF0_Spherical
90.0,12,5.0,0.0,0.0,0.4,0.4,100.0,30.0,0.25,49.532,EF0_Spherical
45.0,8,10.0,0.0,0.0,0.4,0.4,25.0,60.0,0.25,36.8878,EF0_Spherical
90.0,6,40.0,0.0,0.0,1.0,1.0,100.0,5.0,0.25,118.1963,EF0_Spherical
45.0,14,50.0,0.0,0.0,0.6,0.6,100.0,15.0,0.25,142.1162,EF0_Spherical
60.0,8,10.0,0.0,0.0,0.1,0.1,10.0,75.0,0.25,29.9857,EF0_Spherical
15.0,12,90.0,0.0,0.0,1.0,1.0,50.0,5.0,0.25,96.9267,EF0_Spherical
15.0,4,15.0,0.0,0.0,0.25,0.25,100.0,0.0,0.25,41.5245,EF0_Spherical
15.0,4,10.0,0.0,0.0,0.1,0.1,5.0,15.0,0.25,8.7506,EF0_Spherical
75.0,6,50.0,0.0,0.0,0.1,0.1,10.0,60.0,0.25,41.0146,EF0_Spherical
90.0,12,90.0,0.0,0.0,0.4,0.4,50.0,30.0,0.25,45.974,EF0_Spherical
60.0,10,5.0,0.0,0.0,0.8,0.8,75.0,15.0,0.25,79.6362,EF0_Spherical
30.0,16,10.0,0.0,0.0,0.6,0.6,5.0,45.0,0.25,14.3921,EF0_Spherical
75.0,10,50.0,0.0,0.0,1.0,1.0,100.0,45.0,0.25,169.1841,EF0_Spherical
75.0,6,15.0,0.0,0.0,0.1,0.1,50.0,30.0,0.25,18.7318,EF0_Spherical
15.0,4,10.0,0.0,0.0,0.5,0.5,50.0,60.0,0.25,59.9436,EF0_Spherical
60.0,6,50.0,0.0,0.0,1.0,1.0,10.0,0.0,0.25,28.0565,EF0_Spherical
30.0,4,40.0,0.0,0.0,0.1,0.1,5.0,5.0,0.25,11.9606,EF0_Spherical
30.0,14,50.0,0.0,0.0,1.0,1.0,50.0,15.0,0.25,102.2309,EF0_Spherical
45.0,2,40.0,0.0,0.0,1.0,1.0,100.0,60.0,0.25,154.8783,EF0_Spherical
15.0,12,5.0,0.0,0.0,0.25,0.25,5.0,75.0,0.25,10.7953,EF0_Spherical
45.0,6,50.0,0.0,0.0,1.0,1.0,5.0,0.0,0.25,17.2072,EF0_Spherical
60.0,16,50.0,0.0,0.0,1.0,1.0,25.0,30.0,0.25,59.6082,EF0_Spherical
15.0,8,5.0,0.0,0.0,0.25,0.25,25.0,45.0,0.25,16.6249,EF0_Spherical
60.0,6,90.0,0.0,0.0,0.6,0.6,25.0,30.0,0.25,49.5982,EF0_Spherical
15.0,2,40.0,0.0,0.0,0.4,0.4,50.0,30.0,0.4,46.4994,EF0_Spherical
90.0,4,40.0,0.0,0.0,1.0,1.0,25.0,75.0,0.25,48.1567,EF0_Spherical
15.0,6,90.0,0.0,0.0,0.4,0.4,100.0,0.0,0.25,83.3636,EF0_Spherical
75.0,8,90.0,0.0,0.0,1.0,1.0,10.0,45.0,0.25,37.8298,EF0_Spherical
45.0,12,5.0,0.0,0.0,0.1,0.1,25.0,30.0,0.25,12.2304,EF0_Spherical
60.0,8,75.0,0.0,0.0,0.1,0.1,5.0,15.0,0.25,13.5532,EF0_Spherical
90.0,4,10.0,0.0,0.0,0.8,0.8,25.0,0.0,0.25,25.6405,EF0_Spherical
90.0,6,40.0,0.0,0.0,0.1,0.1,10.0,75.0,0.25,19.2643,EF0_Spherical
30.0,10,5.0,0.0,0.0,0.6,0.6,5.0,30.0,0.25,10.3473,EF0_Spherical
15.0,8,40.0,0.0,0.0,0.75,0.75,50.0,60.0,0.25,122.6329,EF0_Spherical
30.0,10,90.0,0.0,0.0,0.25,0.25,5.0,15.0,0.25,14.6831,EF0_Spherical
75.0,12,10.0,0.0,0.0,1.0,1.0,25.0,75.0,0.25,60.8027,EF0_Spherical
90.0,8,5.0,0.0,0.0,0.8,0.8,5.0,30.0,0.25,10.4316,EF0_Spherical
60.0,10,40.0,0.0,0.0,0.25,0.25,50.0,5.0,0.25,40.5167,EF0_Spherical
75.0,16,5.0,0.0,0.0,1.0,1.0,10.0,45.0,0.25,19.9128,EF0_Spherical
60.0,6,50.0,0.0,0.0,1.0,1.0,75.0,75.0,0.25,302.6123,EF0_Spherical
90.0,4,90.0,0.0,0.0,1.0,1.0,5.0,75.0,0.25,9.6571,EF0_Spherical
45.0,4,40.0,0.0,0.0,1.0,1.0,10.0,60.0,0.45,31.9038,EF0_Spherical
90.0,14,40.0,0.0,0.0,0.4,0.4,50.0,15.0,0.25,32.5152,EF0_Spherical
45.0,16,15.0,0.0,0.0,0.4,0.4,10.0,45.0,0.25,21.5761,EF0_Spherical
75.0,12,15.0,0.0,0.0,1.0,1.0,25.0,45.0,0.25,44.9004,EF0_Spherical
90.0,16,5.0,0.0,0.0,1.0,1.0,25.0,60.0,0.25,44.7685,EF0_Spherical
60.0,4,15.0,0.0,0.0,0.8,0.8,50.0,30.0,0.25,69.384,EF0_Spherical
45.0,14,40.0,0.0,0.0,0.8,0.8,5.0,15.0,0.25,19.0047,EF0_Spherical
45.0,8,40.0,0.0,0.0,0.4,0.4,20.0,30.0,0.25,33.3076,EF0_Spherical
60.0,12,10.0,0.0,0.0,0.8,0.8,75.0,45.0,0.25,90.2796,EF0_Spherical
90.0,4,50.0,0.0,0.0,0.8,0.8,100.0,15.0,0.25,100.4324,EF0_Spherical
45.0,4,10.0,0.0,0.0,0.1,0.1,10.0,45.0,0.25,15.759,EF0_Spherical
15.0,2,40.0,0.0,0.0,1.0,1.0,50.0,60.0,0.2,118.5464,EF0_Spherical
45.0,4,10.0,0.0,0.0,0.1,0.1,25.0,60.0,0.25,30.0294,EF0_Spherical
60.0,10,10.0,0.0,0.0,0.8,0.8,75.0,30.0,0.25,87.5113,EF0_Spherical
90.0,16,75.0,0.0,0.0,1.0,1.0,50.0,45.0,0.25,86.9324,EF0_Spherical
45.0,4,90.0,0.0,0.0,1.0,1.0,10.0,30.0,0.25,35.0195,EF0_Spherical
15.0,14,15.0,0.0,0.0,0.6,0.6,100.0,0.0,0.25,83.486,EF0_Spherical
60.0,14,10.0,0.0,0.0,0.8,0.8,10.0,75.0,0.25,30.1141,EF0_Spherical
30.0,6,10.0,0.0,0.0,0.25,0.25,25.0,5.0,0.25,17.3505,EF0_Spherical
30.0,8,5.0,0.0,0.0,0.8,0.8,25.0,60.0,0.25,40.5328,EF0_Spherical
45.0,8,5.0,0.0,0.0,0.6,0.6,10.0,0.0,0.25,13.8233,EF0_Spherical
30.0,4,15.0,0.0,0.0,0.8,0.8,5.0,45.0,0.25,15.6294,EF0_Spherical
45.0,8,25.0,0.0,0.0,0.5,0.5,10.0,45.0,0.25,24.5683,EF0_Spherical
75.0,16,50.0,0.0,0.0,0.8,0.8,50.0,45.0,0.25,88.5405,EF0_Spherical
15.0,10,90.0,0.0,0.0,0.6,0.6,5.0,0.0,0.25,13.2857,EF0_Spherical
30.0,4,10.0,0.0,0.0,1.0,1.0,5.0,30.0,0.25,13.878,EF0_Spherical
15.0,4,75.0,0.0,0.0,0.1,0.1,75.0,30.0,0.25,34.1693,EF0_Spherical
90.0,6,40.0,0.0,0.0,0.1,0.1,5.0,5.0,0.25,10.2842,EF0_Spherical
60.0,10,15.0,0.0,0.0,0.25,0.25,25.0,0.0,0.25,20.0435,EF0_Spherical
60.0,12,90.0,0.0,0.0,0.6,0.6,5.0,5.0,0.25,15.0592,EF0_Spherical
45.0,4,50.0,0.0,0.0,0.25,0.25,50.0,5.0,0.25,56.9395,EF0_Spherical
60.0,6,40.0,0.0,0.0,0.8,0.8,5.0,30.0,0.25,15.5392,EF0_Spherical
15.0,12,15.0,0.0,0.0,0.25,0.25,100.0,15.0,0.25,43.3983,EF0_Spherical
30.0,8,5.0,0.0,0.0,0.25,0.25,10.0,45.0,0.25,14.0569,EF0_Spherical
45.0,14,40.0,0.0,0.0,0.1,0.1,100.0,5.0,0.25,51.2757,EF0_Spherical
30.0,10,40.0,0.0,0.0,0.8,0.8,10.0,5.0,0.25,25.9958,EF0_Spherical
15.0,8,10.0,0.0,0.0,0.8,0.8,5.0,0.0,0.25,10.2615,EF0_Spherical
75.0,12,10.0,0.0,0.0,1.0,1.0,10.0,75.0,0.25,24.3231,EF0_Spherical
75.0,8,50.0,0.0,0.0,1.0,1.0,50.0,75.0,0.25,210.2142,EF0_Spherical
45.0,10,75.0,0.0,0.0,0.4,0.4,75.0,5.0,0.25,103.8611,EF0_Spherical
30.0,4,75.0,0.0,0.0,0.1,0.1,50.0,60.0,0.25,50.5361,EF0_Spherical
75.0,16,75.0,0.0,0.0,0.8,0.8,75.0,5.0,0.25,114.9829,EF0_Spherical
15.0,14,90.0,0.0,0.0,0.4,0.4,5.0,60.0,0.25,23.6521,EF0_Spherical
45.0,4,40.0,0.0,0.0,0.1,0.1,10.0,60.0,0.25,32.1664,EF0_Spherical
