Fib_Angle,Ply_Layers,E1/E2,Winkler,Pasternak,Rx,Ry,a/h,Skew_Angle,Poisson_R,Omega,Strat_cat
60.0,4,10.0,4000.0,0.0,1.0,1.0,5.0,15.0,0.25,30.8913,EF1_Spherical
75.0,8,40.0,10000.0,0.0,1.0,1.0,100.0,45.0,0.25,190.3686,EF1_Spherical
45.0,4,40.0,8000.0,0.0,0.1,0.1,100.0,15.0,0.25,99.8024,EF1_Spherical
75.0,12,10.0,6000.0,0.0,0.5,0.5,10.0,45.0,0.25,67.0524,EF1_Spherical
45.0,12,40.0,1000.0,0.0,0.5,0.5,5.0,30.0,0.25,33.7084,EF1_Spherical
60.0,8,40.0,8000.0,0.0,1.0,1.0,5.0,60.0,0.25,53.9629,EF1_Spherical
60.0,12,10.0,8000.0,0.0,0.1,0.1,50.0,0.0,0.25,90.776,EF1_Spherical
45.0,12,10.0,10000.0,0.0,1.0,1.0,100.0,15.0,0.25,194.9984,EF1_Spherical
60.0,12,40.0,4000.0,0.0,0.5,0.5,10.0,60.0,0.25,71.8854,EF1_Spherical
30.0,12,10.0,1000.0,0.0,0.1,0.1,5.0,0.0,0.25,30.0177,EF1_Spherical
45.0,12,40.0,6000.0,0.0,0.1,0.1,50.0,0.0,0.25,84.4681,EF1_Spherical
15.0,8,75.0,2000.0,0.0,1.0,1.0,100.0,60.0,0.25,258.3288,EF1_Spherical
75.0,12,40.0,500.0,0.0,0.5,0.5,5.0,30.0,0.25,26.4019,EF1_Spherical
15.0,4,40.0,500.0,0.0,0.5,0.5,50.0,45.0,0.25,80.2162,EF1_Spherical
45.0,4,75.0,6000.0,0.0,0.5,0.5,100.0,60.0,0.25,148.1827,EF1_Spherical
60.0,4,75.0,6000.0,0.0,1.0,1.0,5.0,30.0,0.25,33.8274,EF1_Spherical
60.0,4,10.0,2000.0,0.0,0.5,0.5,5.0,0.0,0.25,30.0171,EF1_Spherical
15.0,12,25.0,500.0,0.0,0.5,0.5,100.0,15.0,0.25,87.0348,EF1_Spherical
60.0,8,40.0,4000.0,0.0,1.0,1.0,10.0,30.0,0.25,67.6535,EF1_Spherical
75.0,8,25.0,8000.0,0.0,0.5,0.5,100.0,45.0,0.25,124.7638,EF1_Spherical
45.0,8,40.0,10.0,0.0,1.0,1.0,50.0,15.0,0.3,113.6728,EF1_Spherical
60.0,8,40.0,4000.0,0.0,0.5,0.5,10.0,30.0,0.25,67.2764,EF1_Spherical
30.0,12,25.0,8000.0,0.0,1.0,1.0,10.0,45.0,0.25,79.0212,EF1_Spherical
30.0,4,25.0,500.0,0.0,0.1,0.1,10.0,0.0,0.25,26.8709,EF1_Spherical
15.0,12,75.0,6000.0,0.0,0.5,0.5,50.0,30.0,0.25,109.3258,EF1_Spherical
45.0,12,40.0,1000.0,0.0,1.0,1.0,50.0,45.0,0.25,109.1372,EF1_Spherical
30.0,8,10.0,6000.0,0.0,0.5,0.5,5.0,30.0,0.25,33.5873,EF1_Spherical
75.0,12,10.0,1000.0,0.0,0.1,0.1,50.0,0.0,0.25,34.3711,EF1_Spherical
90.0,8,40.0,10.0,0.0,0.1,0.1,100.0,0.0,0.2,22.6321,EF1_Spherical
15.0,8,25.0,10000.0,0.0,0.5,0.5,100.0,15.0,0.25,130.1009,EF1_Spherical
30.0,12,25.0,4000.0,0.0,0.1,0.1,5.0,60.0,0.25,51.3055,EF1_Spherical
60.0,12,10.0,10000.0,0.0,0.5,0.5,100.0,0.0,0.25,125.8727,EF1_Spherical
15.0,8,25.0,6000.0,0.0,1.0,1.0,5.0,60.0,0.25,44.2581,EF1_Spherical
30.0,4,40.0,8000.0,0.0,0.5,0.5,50.0,60.0,0.25,121.6627,EF1_Spherical
60.0,12,25.0,100.0,0.0,0.1,0.1,10.0,60.0,0.25,35.8718,EF1_Spherical
45.0,4,25.0,8000.0,0.0,0.1,0.1,100.0,0.0,0.25,98.0615,EF1_Spherical
60.0,8,10.0,8000.0,0.0,1.0,1.0,50.0,15.0,0.25,116.4943,EF1_Spherical
60.0,4,10.0,500.0,0.0,1.0,1.0,5.0,30.0,0.25,25.5812,EF1_Spherical
30.0,12,10.0,2000.0,0.0,0.1,0.1,50.0,60.0,0.25,54.3578,EF1_Spherical
75.0,4,75.0,100.0,0.0,0.1,0.1,10.0,15.0,0.25,21.1769,EF1_Spherical
45.0,4,75.0,8000.0,0.0,0.1,0.1,100.0,30.0,0.25,99.8147,EF1_Spherical
15.0,4,40.0,10000.0,0.0,1.0,1.0,5.0,15.0,0.25,30.8139,EF1_Spherical
15.0,8,75.0,4000.0,0.0,1.0,1.0,50.0,60.0,0.25,171.3245,EF1_Spherical
75.0,12,75.0,100.0,0.0,0.1,0.1,50.0,0.0,0.25,30.6526,EF1_Spherical
60.0,4,25.0,10000.0,0.0,0.1,0.1,5.0,45.0,0.25,40.1086,EF1_Spherical
30.0,8,10.0,1000.0,0.0,1.0,1.0,5.0,60.0,0.25,32.9635,EF1_Spherical
15.0,8,25.0,100.0,0.0,1.0,1.0,50.0,60.0,0.25,124.7482,EF1_Spherical
60.0,4,25.0,8000.0,0.0,1.0,1.0,50.0,15.0,0.25,123.267,EF1_Spherical
75.0,8,25.0,500.0,0.0,0.1,0.1,50.0,15.0,0.25,29.5648,EF1_Spherical
60.0,4,75.0,500.0,0.0,1.0,1.0,100.0,0.0,0.25,168.2208,EF1_Spherical
30.0,8,40.0,1000.0,0.0,1.0,1.0,50.0,30.0,0.25,109.1456,EF1_Spherical
60.0,4,25.0,8000.0,0.0,0.1,0.1,100.0,15.0,0.25,93.9633,EF1_Spherical
75.0,12,25.0,100.0,0.0,1.0,1.0,5.0,30.0,0.25,17.7185,EF1_Spherical
60.0,12,40.0,6000.0,0.0,0.5,0.5,50.0,45.0,0.25,99.7391,EF1_Spherical
15.0,8,75.0,1000.0,0.0,0.1,0.1,50.0,30.0,0.25,44.9414,EF1_Spherical
60.0,8,10.0,2000.0,0.0,1.0,1.0,100.0,30.0,0.25,140.3437,EF1_Spherical
75.0,4,75.0,500.0,0.0,0.5,0.5,5.0,15.0,0.25,25.6199,EF1_Spherical
60.0,8,75.0,500.0,0.0,1.0,1.0,100.0,0.0,0.25,170.2474,EF1_Spherical
60.0,12,10.0,4000.0,0.0,0.1,0.1,50.0,0.0,0.25,65.1782,EF1_Spherical
15.0,4,75.0,1000.0,0.0,0.5,0.5,100.0,60.0,0.25,172.6626,EF1_Spherical
30.0,12,10.0,10000.0,0.0,1.0,1.0,100.0,45.0,0.25,185.1247,EF1_Spherical
30.0,12,75.0,8000.0,0.0,1.0,1.0,100.0,60.0,0.25,273.4831,EF1_Spherical
60.0,4,10.0,100.0,0.0,0.5,0.5,5.0,30.0,0.25,14.8187,EF1_Spherical
15.0,8,25.0,500.0,0.0,0.1,0.1,10.0,0.0,0.25,26.4463,EF1_Spherical
30.0,8,40.0,6000.0,0.0,0.5,0.5,50.0,15.0,0.25,106.4897,EF1_Spherical
45.0,4,25.0,100.0,0.0,1.0,1.0,100.0,30.0,0.25,180.3977,EF1_Spherical
45.0,8,75.0,2000.0,0.0,1.0,1.0,5.0,0.0,0.25,30.0178,EF1_Spherical
30.0,4,40.0,1000.0,0.0,1.0,1.0,50.0,60.0,0.25,138.0868,EF1_Spherical
75.0,12,10.0,100.0,0.0,1.0,1.0,10.0,15.0,0.25,20.3087,EF1_Spherical
45.0,12,25.0,10000.0,0.0,1.0,1.0,5.0,45.0,0.25,39.8147,EF1_Spherical
15.0,4,40.0,6000.0,0.0,1.0,1.0,5.0,0.0,0.25,30.018,EF1_Spherical
60.0,8,10.0,10000.0,0.0,0.5,0.5,50.0,60.0,0.25,113.7923,EF1_Spherical
60.0,8,10.0,1000.0,0.0,1.0,1.0,50.0,0.0,0.25,81.5335,EF1_Spherical
30.0,12,40.0,10000.0,0.0,1.0,1.0,5.0,15.0,0.25,30.8359,EF1_Spherical
45.0,4,75.0,500.0,0.0,1.0,1.0,50.0,0.0,0.25,125.6453,EF1_Spherical
45.0,4,10.0,500.0,0.0,1.0,1.0,50.0,15.0,0.25,92.6921,EF1_Spherical
75.0,12,40.0,4000.0,0.0,1.0,1.0,100.0,45.0,0.25,174.6519,EF1_Spherical
15.0,4,25.0,10000.0,0.0,1.0,1.0,10.0,45.0,0.25,78.5597,EF1_Spherical
15.0,8,25.0,1000.0,0.0,0.5,0.5,10.0,30.0,0.25,36.4757,EF1_Spherical
15.0,8,25.0,6000.0,0.0,1.0,1.0,50.0,30.0,0.25,116.2297,EF1_Spherical
60.0,12,25.0,100.0,0.0,1.0,1.0,10.0,45.0,0.25,31.3213,EF1_Spherical
15.0,12,25.0,100.0,0.0,0.5,0.5,100.0,60.0,0.25,133.2375,EF1_Spherical
75.0,4,25.0,2000.0,0.0,0.1,0.1,5.0,60.0,0.25,40.9035,EF1_Spherical
15.0,8,10.0,4000.0,0.0,1.0,1.0,10.0,15.0,0.25,61.6241,EF1_Spherical
60.0,8,40.0,6000.0,0.0,0.5,0.5,10.0,15.0,0.25,61.7822,EF1_Spherical
45.0,4,10.0,6000.0,0.0,0.5,0.5,100.0,0.0,0.25,122.1287,EF1_Spherical
30.0,12,25.0,500.0,0.0,0.5,0.5,50.0,30.0,0.25,72.0504,EF1_Spherical
75.0,8,10.0,100.0,0.0,1.0,1.0,50.0,15.0,0.25,69.4759,EF1_Spherical
45.0,4,40.0,1000.0,0.0,0.5,0.5,10.0,60.0,0.25,44.3189,EF1_Spherical
45.0,12,25.0,2000.0,0.0,0.5,0.5,10.0,15.0,0.25,50.2579,EF1_Spherical
75.0,4,40.0,500.0,0.0,1.0,1.0,10.0,15.0,0.25,31.9112,EF1_Spherical
60.0,4,10.0,1000.0,0.0,0.5,0.5,50.0,60.0,0.25,60.9415,EF1_Spherical
30.0,12,10.0,100.0,0.0,0.5,0.5,100.0,0.0,0.25,77.2085,EF1_Spherical
60.0,4,75.0,8000.0,0.0,0.1,0.1,50.0,45.0,0.25,100.4096,EF1_Spherical
60.0,8,75.0,500.0,0.0,0.1,0.1,100.0,30.0,0.25,50.471,EF1_Spherical
75.0,8,75.0,2000.0,0.0,1.0,1.0,10.0,60.0,0.25,62.1827,EF1_Spherical
15.0,4,40.0,4000.0,0.0,0.5,0.5,50.0,30.0,0.25,89.2281,EF1_Spherical
75.0,12,75.0,4000.0,0.0,0.5,0.5,100.0,15.0,0.25,120.0058,EF1_Spherical
45.0,4,75.0,100.0,0.0,0.5,0.5,50.0,0.0,0.25,82.1479,EF1_Spherical
45.0,12,25.0,6000.0,0.0,1.0,1.0,10.0,60.0,0.25,79.8881,EF1_Spherical
75.0,8,25.0,1000.0,0.0,1.0,1.0,5.0,30.0,0.25,33.9092,EF1_Spherical
45.0,4,75.0,500.0,0.0,0.5,0.5,100.0,30.0,0.25,128.0866,EF1_Spherical
30.0,4,25.0,100.0,0.0,0.5,0.5,50.0,30.0,0.25,64.2322,EF1_Spherical
30.0,4,25.0,4000.0,0.0,0.5,0.5,10.0,15.0,0.25,61.6698,EF1_Spherical
75.0,12,75.0,4000.0,0.0,0.1,0.1,50.0,15.0,0.25,70.1811,EF1_Spherical
45.0,4,40.0,8000.0,0.0,0.5,0.5,5.0,45.0,0.25,39.8152,EF1_Spherical
30.0,4,10.0,10000.0,0.0,1.0,1.0,50.0,15.0,0.25,125.0432,EF1_Spherical
60.0,4,10.0,1000.0,0.0,0.1,0.1,50.0,30.0,0.25,35.37,EF1_Spherical
15.0,4,40.0,10.0,0.0,0.75,0.75,100.0,45.0,0.3,145.0826,EF1_Spherical
30.0,4,40.0,1000.0,0.0,1.0,1.0,100.0,60.0,0.25,234.5408,EF1_Spherical
60.0,8,75.0,10000.0,0.0,0.1,0.1,50.0,30.0,0.25,107.0471,EF1_Spherical
30.0,12,25.0,100.0,0.0,1.0,1.0,5.0,30.0,0.25,20.7827,EF1_Spherical
30.0,12,25.0,2000.0,0.0,1.0,1.0,5.0,45.0,0.25,39.5098,EF1_Spherical
75.0,8,40.0,500.0,0.0,1.0,1.0,50.0,45.0,0.25,97.6728,EF1_Spherical
60.0,12,10.0,1000.0,0.0,0.5,0.5,10.0,15.0,0.25,34.9633,EF1_Spherical
15.0,4,40.0,100.0,0.0,1.0,1.0,10.0,30.0,0.25,29.1667,EF1_Spherical
30.0,8,75.0,4000.0,0.0,1.0,1.0,10.0,45.0,0.25,74.6737,EF1_Spherical
15.0,12,75.0,500.0,0.0,1.0,1.0,50.0,45.0,0.25,130.6628,EF1_Spherical
15.0,12,25.0,2000.0,0.0,1.0,1.0,100.0,45.0,0.25,170.442,EF1_Spherical
15.0,12,40.0,4000.0,0.0,1.0,1.0,5.0,15.0,0.25,30.8126,EF1_Spherical
30.0,4,40.0,500.0,0.0,0.1,0.1,10.0,60.0,0.25,37.3662,EF1_Spherical
15.0,8,40.0,10.0,0.0,1.0,1.0,100.0,0.0,0.3,140.4329,EF1_Spherical
15.0,12,75.0,6000.0,0.0,0.5,0.5,10.0,15.0,0.25,61.6248,EF1_Spherical
60.0,12,40.0,6000.0,0.0,0.5,0.5,5.0,15.0,0.25,30.8922,EF1_Spherical
75.0,12,25.0,6000.0,0.0,0.5,0.5,5.0,15.0,0.25,30.9116,EF1_Spherical
15.0,4,40.0,8000.0,0.0,0.1,0.1,50.0,15.0,0.25,91.8752,EF1_Spherical
75.0,8,25.0,10000.0,0.0,1.0,1.0,50.0,0.0,0.25,128.5005,EF1_Spherical
30.0,4,75.0,100.0,0.0,1.0,1.0,5.0,0.0,0.25,18.3967,EF1_Spherical
45.0,12,10.0,500.0,0.0,0.5,0.5,100.0,60.0,0.25,92.4722,EF1_Spherical
30.0,4,40.0,8000.0,0.0,0.1,0.1,100.0,30.0,0.25,98.8926,EF1_Spherical
60.0,4,25.0,8000.0,0.0,1.0,1.0,5.0,60.0,0.25,53.9631,EF1_Spherical
45.0,8,40.0,10.0,0.0,0.1,0.1,100.0,75.0,0.4,194.1652,EF1_Spherical
45.0,8,10.0,2000.0,0.0,0.5,0.5,100.0,15.0,0.25,102.7112,EF1_Spherical
60.0,4,10.0,100.0,0.0,1.0,1.0,10.0,45.0,0.25,24.3782,EF1_Spherical
45.0,4,10.0,6000.0,0.0,0.5,0.5,10.0,60.0,0.25,75.9703,EF1_Spherical
30.0,12,25.0,500.0,0.0,0.1,0.1,100.0,60.0,0.25,53.1149,EF1_Spherical
60.0,4,10.0,6000.0,0.0,1.0,1.0,5.0,0.0,0.25,30.0179,EF1_Spherical
30.0,12,40.0,8000.0,0.0,0.1,0.1,100.0,0.0,0.25,96.3661,EF1_Spherical
45.0,4,40.0,10000.0,0.0,0.1,0.1,10.0,0.0,0.25,60.0352,EF1_Spherical
30.0,8,75.0,1000.0,0.0,0.1,0.1,5.0,45.0,0.25,35.8822,EF1_Spherical
15.0,12,25.0,2000.0,0.0,0.1,0.1,100.0,45.0,0.25,56.1425,EF1_Spherical
75.0,8,25.0,100.0,0.0,1.0,1.0,50.0,45.0,0.25,85.2615,EF1_Spherical
60.0,8,25.0,2000.0,0.0,1.0,1.0,100.0,0.0,0.25,156.9695,EF1_Spherical
30.0,12,25.0,4000.0,0.0,0.1,0.1,50.0,30.0,0.25,68.2366,EF1_Spherical
60.0,12,25.0,500.0,0.0,0.5,0.5,5.0,60.0,0.25,27.3601,EF1_Spherical
45.0,8,10.0,1000.0,0.0,1.0,1.0,100.0,45.0,0.25,159.9875,EF1_Spherical
60.0,4,40.0,10.0,0.0,0.75,0.75,100.0,75.0,0.2,276.1832,EF1_Spherical
15.0,4,40.0,1000.0,0.0,0.1,0.1,50.0,30.0,0.25,39.1533,EF1_Spherical
30.0,4,25.0,1000.0,0.0,0.1,0.1,50.0,45.0,0.25,40.8651,EF1_Spherical
30.0,12,25.0,500.0,0.0,0.5,0.5,5.0,45.0,0.25,27.6878,EF1_Spherical
75.0,12,40.0,10000.0,0.0,1.0,1.0,100.0,30.0,0.25,180.443,EF1_Spherical
75.0,12,40.0,10000.0,0.0,0.1,0.1,100.0,60.0,0.25,131.5479,EF1_Spherical
60.0,8,25.0,500.0,0.0,0.5,0.5,50.0,15.0,0.25,64.1676,EF1_Spherical
75.0,8,40.0,4000.0,0.0,1.0,1.0,50.0,0.0,0.25,108.0053,EF1_Spherical
75.0,12,10.0,0.0,10.0,0.5,0.5,50.0,45.0,0.25,45.4404,EF2_Spherical
60.0,4,10.0,0.0,500.0,1.0,1.0,10.0,0.0,0.25,68.6923,EF2_Spherical
15.0,8,10.0,0.0,10000.0,1.0,1.0,10.0,15.0,0.25,67.9629,EF2_Spherical
45.0,4,75.0,0.0,5.0,0.1,0.1,100.0,45.0,0.25,46.4956,EF2_Spherical
15.0,8,10.0,0.0,250.0,0.1,0.1,10.0,0.0,0.25,49.2169,EF2_Spherical
60.0,8,25.0,0.0,50.0,0.5,0.5,100.0,45.0,0.25,98.978,EF2_Spherical
75.0,4,10.0,0.0,10000.0,0.5,0.5,5.0,15.0,0.25,34.8093,EF2_Spherical
30.0,8,75.0,0.0,25.0,0.5,0.5,100.0,45.0,0.25,156.5311,EF2_Spherical
60.0,8,40.0,0.0,100.0,0.5,0.5,5.0,30.0,0.25,27.4351,EF2_Spherical
30.0,12,10.0,0.0,500.0,0.1,0.1,50.0,60.0,0.25,140.9606,EF2_Spherical
15.0,12,40.0,0.0,25.0,0.5,0.5,100.0,60.0,0.25,162.8174,EF2_Spherical
30.0,4,40.0,0.0,10.0,1.0,1.0,50.0,60.0,0.25,137.9594,EF2_Spherical
60.0,4,75.0,0.0,2000.0,1.0,1.0,5.0,60.0,0.25,71.3051,EF2_Spherical
60.0,12,10.0,0.0,100.0,0.5,0.5,10.0,0.0,0.25,40.5109,EF2_Spherical
60.0,12,25.0,0.0,2000.0,0.5,0.5,100.0,30.0,0.25,211.4074,EF2_Spherical
15.0,12,75.0,0.0,100.0,0.5,0.5,50.0,30.0,0.25,90.873,EF2_Spherical
60.0,12,40.0,0.0,500.0,0.5,0.5,10.0,60.0,0.25,69.5999,EF2_Spherical
30.0,12,75.0,0.0,1000.0,0.5,0.5,5.0,0.0,0.25,91.8371,EF2_Spherical
30.0,12,75.0,0.0,2000.0,0.1,0.1,100.0,30.0,0.25,205.5846,EF2_Spherical
30.0,12,10.0,0.0,10000.0,0.5,0.5,5.0,60.0,0.25,30.3002,EF2_Spherical
75.0,4,10.0,0.0,250.0,1.0,1.0,100.0,60.0,0.25,175.7333,EF2_Spherical
30.0,4,25.0,0.0,4000.0,0.5,0.5,10.0,30.0,0.25,94.2628,EF2_Spherical
15.0,12,25.0,0.0,5.0,0.1,0.1,100.0,15.0,0.25,26.6986,EF2_Spherical
45.0,4,75.0,0.0,10.0,0.5,0.5,5.0,0.0,0.25,21.7599,EF2_Spherical
75.0,12,40.0,0.0,1000.0,0.5,0.5,100.0,15.0,0.25,153.5911,EF2_Spherical
15.0,8,25.0,0.0,100.0,0.5,0.5,50.0,0.0,0.25,61.5733,EF2_Spherical
15.0,12,25.0,0.0,5.0,0.5,0.5,5.0,60.0,0.25,17.5805,EF2_Spherical
60.0,8,75.0,0.0,4000.0,0.1,0.1,5.0,45.0,0.25,56.2507,EF2_Spherical
45.0,4,25.0,0.0,2000.0,0.5,0.5,5.0,30.0,0.25,40.1311,EF2_Spherical
15.0,8,25.0,0.0,5.0,1.0,1.0,10.0,15.0,0.25,23.869,EF2_Spherical
60.0,4,75.0,0.0,5.0,0.5,0.5,10.0,15.0,0.25,26.1401,EF2_Spherical
30.0,12,75.0,0.0,1000.0,0.5,0.5,50.0,60.0,0.25,200.2482,EF2_Spherical
15.0,8,75.0,0.0,500.0,1.0,1.0,10.0,30.0,0.25,76.5268,EF2_Spherical
30.0,8,75.0,0.0,2000.0,0.1,0.1,50.0,0.0,0.25,174.1165,EF2_Spherical
60.0,8,25.0,0.0,10000.0,0.1,0.1,50.0,15.0,0.25,329.3488,EF2_Spherical
60.0,4,25.0,0.0,500.0,0.5,0.5,100.0,45.0,0.25,145.4435,EF2_Spherical
15.0,8,25.0,0.0,7000.0,1.0,1.0,50.0,15.0,0.25,285.4801,EF2_Spherical
60.0,8,75.0,0.0,500.0,1.0,1.0,100.0,60.0,0.25,270.7962,EF2_Spherical
60.0,8,25.0,0.0,100.0,1.0,1.0,5.0,60.0,0.25,29.442,EF2_Spherical
60.0,12,10.0,0.0,5.0,0.1,0.1,10.0,30.0,0.25,17.5002,EF2_Spherical
75.0,8,40.0,0.0,10.0,1.0,1.0,10.0,0.0,0.25,26.3326,EF2_Spherical
60.0,4,40.0,0.0,10000.0,0.5,0.5,5.0,45.0,0.25,46.5868,EF2_Spherical
15.0,4,75.0,0.0,4000.0,1.0,1.0,50.0,60.0,0.25,261.8356,EF2_Spherical
30.0,12,75.0,0.0,25.0,0.5,0.5,50.0,15.0,0.25,98.2139,EF2_Spherical
30.0,12,10.0,0.0,250.0,0.5,0.5,50.0,0.0,0.25,80.6317,EF2_Spherical
75.0,8,75.0,0.0,50.0,1.0,1.0,50.0,60.0,0.25,161.4478,EF2_Spherical
60.0,8,40.0,0.0,2000.0,1.0,1.0,100.0,45.0,0.25,290.3671,EF2_Spherical
15.0,12,10.0,0.0,2000.0,1.0,1.0,5.0,60.0,0.25,33.2268,EF2_Spherical
30.0,12,25.0,0.0,500.0,0.5,0.5,10.0,30.0,0.25,67.2148,EF2_Spherical
30.0,4,10.0,0.0,10.0,0.1,0.1,50.0,30.0,0.25,22.0477,EF2_Spherical
45.0,4,40.0,0.0,50.0,0.1,0.1,50.0,45.0,0.25,48.7468,EF2_Spherical
30.0,4,75.0,0.0,4000.0,1.0,1.0,10.0,0.0,0.25,183.6738,EF2_Spherical
30.0,12,25.0,0.0,100.0,0.5,0.5,10.0,30.0,0.25,49.3476,EF2_Spherical
15.0,12,10.0,0.0,5.0,0.1,0.1,50.0,60.0,0.25,32.158,EF2_Spherical
15.0,12,10.0,0.0,50.0,1.0,1.0,5.0,15.0,0.25,22.3542,EF2_Spherical
30.0,4,10.0,0.0,500.0,0.5,0.5,50.0,45.0,0.25,125.9836,EF2_Spherical
60.0,4,10.0,0.0,4000.0,1.0,1.0,50.0,30.0,0.25,200.4102,EF2_Spherical
45.0,4,75.0,0.0,500.0,1.0,1.0,10.0,60.0,0.25,67.3992,EF2_Spherical
30.0,12,75.0,0.0,100.0,1.0,1.0,10.0,45.0,0.25,55.6946,EF2_Spherical
60.0,4,10.0,0.0,4000.0,1.0,1.0,5.0,60.0,0.25,38.8536,EF2_Spherical
30.0,8,10.0,0.0,10.0,0.1,0.1,5.0,45.0,0.25,15.973,EF2_Spherical
45.0,4,25.0,0.0,25.0,1.0,1.0,100.0,45.0,0.25,178.267,EF2_Spherical
75.0,4,25.0,0.0,500.0,0.5,0.5,5.0,0.0,0.25,41.5148,EF2_Spherical
15.0,4,10.0,0.0,50.0,0.5,0.5,50.0,0.0,0.25,48.2935,EF2_Spherical
60.0,12,75.0,0.0,500.0,1.0,1.0,10.0,60.0,0.25,82.4055,EF2_Spherical
30.0,12,10.0,0.0,2000.0,0.1,0.1,50.0,0.0,0.25,159.4962,EF2_Spherical
60.0,12,25.0,0.0,1000.0,0.5,0.5,50.0,60.0,0.25,203.8072,EF2_Spherical
15.0,4,75.0,0.0,100.0,0.1,0.1,5.0,0.0,0.25,37.1619,EF2_Spherical
60.0,8,75.0,0.0,2000.0,0.1,0.1,100.0,15.0,0.25,175.4541,EF2_Spherical
75.0,4,25.0,0.0,10000.0,0.1,0.1,50.0,30.0,0.25,280.7547,EF2_Spherical
75.0,12,75.0,0.0,10000.0,0.5,0.5,5.0,30.0,0.25,56.6573,EF2_Spherical
75.0,4,75.0,0.0,100.0,0.5,0.5,5.0,15.0,0.25,36.9723,EF2_Spherical
15.0,12,75.0,0.0,50.0,0.5,0.5,5.0,60.0,0.25,27.4174,EF2_Spherical
30.0,4,40.0,0.0,1000.0,1.0,1.0,5.0,0.0,0.25,74.6682,EF2_Spherical
15.0,8,25.0,0.0,500.0,0.1,0.1,100.0,15.0,0.25,96.25,EF2_Spherical
30.0,4,10.0,0.0,500.0,1.0,1.0,10.0,0.0,0.25,68.6922,EF2_Spherical
60.0,8,10.0,0.0,100.0,1.0,1.0,100.0,60.0,0.25,160.1444,EF2_Spherical
30.0,4,40.0,0.0,25.0,0.1,0.1,100.0,60.0,0.25,60.7599,EF2_Spherical
60.0,4,10.0,0.0,7000.0,0.1,0.1,5.0,15.0,0.25,39.0843,EF2_Spherical
75.0,8,10.0,0.0,25.0,0.5,0.5,10.0,30.0,0.25,27.4855,EF2_Spherical
75.0,8,10.0,0.0,250.0,0.1,0.1,10.0,30.0,0.25,44.2976,EF2_Spherical
15.0,4,75.0,0.0,50.0,1.0,1.0,100.0,15.0,0.25,162.644,EF2_Spherical
75.0,12,25.0,0.0,1000.0,1.0,1.0,5.0,0.0,0.25,43.8671,EF2_Spherical
30.0,4,10.0,0.0,500.0,1.0,1.0,10.0,30.0,0.25,53.7222,EF2_Spherical
15.0,4,40.0,0.0,5.0,0.5,0.5,5.0,15.0,0.25,15.1923,EF2_Spherical
75.0,4,10.0,0.0,500.0,0.5,0.5,5.0,30.0,0.25,31.7592,EF2_Spherical
60.0,12,75.0,0.0,2000.0,0.1,0.1,5.0,15.0,0.25,68.7321,EF2_Spherical
15.0,4,75.0,0.0,100.0,1.0,1.0,50.0,30.0,0.25,125.3341,EF2_Spherical
15.0,12,10.0,0.0,10000.0,0.1,0.1,5.0,15.0,0.25,34.4331,EF2_Spherical
60.0,12,40.0,0.0,1000.0,0.1,0.1,10.0,15.0,0.25,90.7961,EF2_Spherical
75.0,8,75.0,0.0,10.0,0.5,0.5,10.0,45.0,0.25,37.4448,EF2_Spherical
60.0,4,10.0,0.0,25.0,0.5,0.5,50.0,45.0,0.25,50.0211,EF2_Spherical
30.0,4,40.0,0.0,50.0,0.1,0.1,50.0,60.0,0.25,64.8589,EF2_Spherical
60.0,12,40.0,0.0,500.0,0.1,0.1,100.0,30.0,0.25,106.3493,EF2_Spherical
15.0,4,40.0,0.0,7000.0,0.1,0.1,10.0,15.0,0.25,105.1717,EF2_Spherical
75.0,8,75.0,0.0,50.0,0.5,0.5,5.0,15.0,0.25,29.8605,EF2_Spherical
45.0,4,25.0,0.0,2000.0,1.0,1.0,10.0,45.0,0.25,52.586,EF2_Spherical
60.0,8,10.0,0.0,10.0,0.5,0.5,50.0,60.0,0.25,59.9546,EF2_Spherical
75.0,4,25.0,0.0,100.0,1.0,1.0,5.0,15.0,0.25,29.9102,EF2_Spherical
60.0,12,40.0,0.0,2000.0,1.0,1.0,10.0,60.0,0.25,91.7299,EF2_Spherical
15.0,4,75.0,0.0,1000.0,0.1,0.1,5.0,60.0,0.25,43.8069,EF2_Spherical
75.0,4,10.0,0.0,250.0,1.0,1.0,5.0,30.0,0.25,29.0667,EF2_Spherical
15.0,4,75.0,0.0,100.0,0.1,0.1,100.0,0.0,0.25,53.4716,EF2_Spherical
75.0,4,10.0,0.0,25.0,1.0,1.0,10.0,60.0,0.25,29.2558,EF2_Spherical
75.0,4,40.0,0.0,7000.0,0.1,0.1,10.0,0.0,0.25,107.0108,EF2_Spherical
60.0,8,40.0,0.0,50.0,0.5,0.5,100.0,45.0,0.25,107.6618,EF2_Spherical
30.0,12,25.0,0.0,500.0,0.1,0.1,10.0,60.0,0.25,46.1367,EF2_Spherical
60.0,12,25.0,0.0,5.0,1.0,1.0,100.0,60.0,0.25,170.6228,EF2_Spherical
75.0,4,75.0,0.0,500.0,1.0,1.0,10.0,60.0,0.25,75.0497,EF2_Spherical
15.0,8,75.0,0.0,100.0,1.0,1.0,50.0,60.0,0.25,180.9071,EF2_Spherical
75.0,4,25.0,0.0,2000.0,0.1,0.1,50.0,30.0,0.25,176.0329,EF2_Spherical
